variant,fold,split_role,scale,feature,total_n,valid_n,missing_n,statistic_population,mean,std_ddof0,min,median,q1,q3,max,nonfinite,unavailable_filled_zero_n
o_raw,0,val,raw,cheek_mean_log2_rg,100,100,0,all_cases,0.98861471038432458,0.13504657040380541,0.6236998400880982,0.99501189344711161,0.90685857731007924,1.086932162709825,1.3250905107781721,0,0
o_raw,0,val,standardized_model_input,cheek_mean_log2_rg,100,100,0,all_cases,0.16719393506852009,0.89637672916800515,-2.2549423463848091,0.20965548009379351,-0.37546549667704499,0.81977975099961342,2.4005648122361247,0,0
o_raw,0,val,raw,cheek_mean_log2_bg,100,100,0,all_cases,-0.58143049057233898,0.14823990535605089,-0.95379058745578316,-0.5677517849995064,-0.67934941188721776,-0.47711674275949773,-0.29448592249543692,0,0
o_raw,0,val,standardized_model_input,cheek_mean_log2_bg,100,100,0,all_cases,0.045830341729524902,1.0836885624121957,-2.6762597535257502,0.1458267410949923,-0.66999320671246954,0.80840243819445445,2.1435013144974104,0,0
o_raw,0,val,raw,forehead_minus_cheek_log2_y,100,96,4,available_only,0.074113573255101303,0.2804670414166236,-0.79156346670330735,0.081381801186369299,-0.095849144041497497,0.23086463617256861,0.83028262668154706,0,0
o_raw,0,val,standardized_model_input,forehead_minus_cheek_log2_y,100,96,0,available_only,0.30673773174094782,0.8339192741207675,-2.2672002437831265,0.32834852540131132,-0.19861642723501,0.77280936691613622,2.5550730261873995,0,4
o_raw,0,val,raw,forehead_minus_cheek_log2_rg,100,96,4,available_only,-0.065683794632513004,0.11755850316146341,-0.4940569609269917,-0.061451338660515401,-0.1451620952663277,0.0057092486175300003,0.1962738684666708,0,0
o_raw,0,val,standardized_model_input,forehead_minus_cheek_log2_rg,100,96,0,available_only,-0.1235948890234856,1.010955395087981,-3.8074301874494911,-0.087197486161980794,-0.80707600402052071,0.49035629531789682,2.1291346513571563,0,4
o_raw,0,val,raw,forehead_minus_cheek_log2_bg,100,96,4,available_only,-0.15596605603874,0.105548351184477,-0.47718516201279931,-0.1558042033558156,-0.23232169922552659,-0.080984332679753607,0.112878630856776,0,0
o_raw,0,val,standardized_model_input,forehead_minus_cheek_log2_bg,100,96,0,available_only,-0.16028437591588851,0.88654359482424394,-2.8583344898276062,-0.1589249093042221,-0.80162652514205912,0.46951766103501291,2.097851658375872,0,4
o_raw,0,val,raw,forehead_available,100,100,0,all_cases,0.95999999999999996,0.1959591794226542,0,1,1,1,1,0,0
o_raw,0,val,standardized_model_input,forehead_available,100,100,0,all_cases,0.95999999999999996,0.1959591794226542,0,1,1,1,1,0,0
o_stage2a,0,train,raw,calibrated_cheek_mean_log2_y,400,400,0,all_cases,-1.9706568365919857,0.33872774568252001,-4.1049640134415881,-1.9619710845746463,-2.139115487485697,-1.7864968252753921,-0.92252339196599542,0,0
o_stage2a,0,train,standardized_model_input,calibrated_cheek_mean_log2_y,400,400,0,all_cases,4.0856207306205758e-16,1,-6.3009517349961284,0.025642280941107602,-0.49732758252287629,0.54368150723974584,3.0943241526142242,0,0
o_stage2a,0,train,raw,calibrated_cheek_mean_log2_rg,400,400,0,all_cases,0.96342556079062958,0.13721606111040111,0.44299301739934832,0.96911318744629915,0.86928459105331934,1.0605440166253164,1.4159500680103827,0,0
o_stage2a,0,train,standardized_model_input,calibrated_cheek_mean_log2_rg,400,400,0,all_cases,3.2862601528904633e-16,1,-3.7927961142431577,0.041450152479551798,-0.68607835683000973,0.70777761035238684,3.2978975169361653,0,0
o_stage2a,0,train,raw,calibrated_cheek_mean_log2_bg,400,400,0,all_cases,-0.58769971381236075,0.13152704351888811,-1.0885005688211489,-0.58759158227137198,-0.67579349799175192,-0.49447232906761951,-0.21389945526316101,0,0
o_stage2a,0,train,standardized_model_input,calibrated_cheek_mean_log2_bg,400,400,0,all_cases,-5.0182080713057071e-16,0.99999999999999978,-3.8075884746612569,0.00082212401416230005,-0.66977696618521154,0.70880772691703597,2.8420030478030127,0,0
o_stage2a,0,train,raw,calibrated_forehead_minus_cheek_log2_y,400,390,10,available_only,-0.029049678611134801,0.33261225167128561,-1.6340824211660916,-0.0128500684836106,-0.1980330101374039,0.1636024019085551,1.217400979095153,0,0
o_stage2a,0,train,standardized_model_input,calibrated_forehead_minus_cheek_log2_y,400,390,0,available_only,1.8219044506669242e-17,1,-4.8255370464861294,0.048704189476261303,-0.50804902909370908,0.57920921298498773,3.747458644241799,0,10
o_stage2a,0,train,raw,calibrated_forehead_minus_cheek_log2_rg,400,390,10,available_only,-0.051311617360790998,0.11046731243883801,-0.35509737198154512,-0.049474398419934701,-0.1176030302575079,0.0220095059249194,0.3792009117556292,0,0
o_stage2a,0,train,standardized_model_input,calibrated_forehead_minus_cheek_log2_rg,400,390,0,available_only,-1.1386902816668273e-17,1,-2.7500058425785432,0.0166313355534339,-0.60009980720242562,0.66373592030951145,3.8971938360026654,0,10
o_stage2a,0,train,raw,calibrated_forehead_minus_cheek_log2_bg,400,390,10,available_only,-0.13688323631354771,0.1128862542031574,-0.4412693385373439,-0.1296574268710817,-0.20926685316503041,-0.0568713689718231,0.1628940058635511,0,0
o_stage2a,0,train,standardized_model_input,calibrated_forehead_minus_cheek_log2_bg,400,390,0,available_only,1.3664283380001927e-16,1,-2.6963965132194319,0.064009648415314896,-0.64120842136560252,0.70878308352520958,2.6555690441955866,0,10
o_stage2a,0,train,raw,forehead_available,400,400,0,all_cases,0.97499999999999998,0.1561249499599599,0,1,1,1,1,0,0
o_stage2a,0,train,standardized_model_input,forehead_available,400,400,0,all_cases,0.97499999999999998,0.1561249499599599,0,1,1,1,1,0,0
o_stage2a,0,val,raw,calibrated_cheek_mean_log2_y,100,100,0,all_cases,-1.920091071800029,0.36014692588147112,-3.0365896256114486,-1.9195356280191389,-2.1115255689143719,-1.7623534189534071,-0.70849966489462957,0,0
o_stage2a,0,val,standardized_model_input,calibrated_cheek_mean_log2_y,100,100,0,all_cases,0.1492814374862303,1.0632342064444484,-3.1468717948441447,0.1509212316512191,-0.41587597744183219,0.61495823797621652,3.726170022341011,0,0
o_stage2a,0,val,raw,calibrated_cheek_mean_log2_rg,100,100,0,all_cases,0.97658001071284017,0.13018407590949821,0.57305712791029484,0.98468517818679202,0.89646727232513124,1.0652609499517027,1.2506391377023198,0,0
