fold,split_role,target,representation,HONOR/BVL-AN00_valid_n,HONOR/BVL-AN00_mean,HONOR/BVL-AN00_median,HONOR/BVL-AN00_std,Xiaomi/M2006J10C_valid_n,Xiaomi/M2006J10C_mean,Xiaomi/M2006J10C_median,Xiaomi/M2006J10C_std,mean_difference_honor_minus_xiaomi,median_difference_honor_minus_xiaomi,pooled_std,standardized_mean_difference
3,val,cheek_mean_log2_y,raw,58,-1.7303048919478079,-1.7445909048106123,0.24658065689088099,42,-2.229615660909777,-2.1747500965798467,0.44619371187708973,0.4993107689619693,0.43015919176923439,0.34446582617401172,1.4495219293821486
3,val,cheek_mean_log2_y,calibrated,58,-2.0076416653540421,-2.0321659485417083,0.21975198590366429,42,-1.9354741506286639,-1.9143281697595995,0.41867399662143012,-0.072167514725378107,-0.1178377787821089,0.31846871896361351,-0.22660785951044579
3,val,cheek_mean_log2_rg,raw,58,0.90698100370086165,0.90202686462263715,0.129355236710018,42,1.0239937452066006,1.0426084213811959,0.144252143880228,-0.1170127415057389,-0.1405815567585586,0.13578660575498661,-0.86173994007094301
3,val,cheek_mean_log2_rg,calibrated,58,0.96060682872124215,0.95729247011847662,0.12946635874116019,42,0.96509309314657044,0.99397380669039836,0.14686241363526539,-0.0044862644253282,-0.036681336571921901,0.13701329366064771,-0.032743278447416903
3,val,cheek_mean_log2_bg,raw,58,-0.59478889556393932,-0.58544122277938215,0.14168274285218341,42,-0.54518910988640223,-0.51988639693043015,0.12844987242738901,-0.049599785677536999,-0.0655548258489521,0.13630293906019519,-0.363893735670897
3,val,cheek_mean_log2_bg,calibrated,58,-0.57214806667450957,-0.56607281472354265,0.1387432628691751,42,-0.56588873231933801,-0.53766720194358442,0.13021026347410111,-0.0062593343551715997,-0.0284056127799583,0.1352388560346944,-0.046283549999608799
3,val,forehead_minus_cheek_log2_y,raw,57,-0.076835482277695794,-0.069147253266118397,0.24639356620007349,42,-0.0034953850795907001,-0.0064617904662985001,0.51013986094516173,-0.073340097198105095,-0.062685462799819902,0.38085224557074882,-0.19256837277720901
3,val,forehead_minus_cheek_log2_y,calibrated,57,-0.050824581006445803,-0.0566976988796353,0.24295330883543281,42,-0.032932650475989901,-0.052748014255087003,0.51925320658545082,-0.017891930530455898,-0.0039496846245483004,0.384761982522345,-0.046501295198562997
3,val,forehead_minus_cheek_log2_rg,raw,57,-0.017305794511749,-0.0185834017706842,0.0957172266884673,42,-0.081945904914284898,-0.075976409356706201,0.1233858772419747,0.064640110402535797,0.057393007586021998,0.1082783336872174,0.59698102290030708
3,val,forehead_minus_cheek_log2_rg,calibrated,57,-0.049585992060176901,-0.052115922632844598,0.095641096337489198,42,-0.046175356865955697,-0.039197935452294698,0.12775402816494311,-0.0034106351942211999,-0.0129179871805499,0.1103606571860838,-0.0309044480268943
3,val,forehead_minus_cheek_log2_bg,raw,57,-0.12749268937568459,-0.1233825848869546,0.1149522617373565,42,-0.17398149565325249,-0.17184001674501839,0.1049698792636833,0.0464888062775679,0.048457431858063803,0.11084264673218509,0.41941263266559181
3,val,forehead_minus_cheek_log2_bg,calibrated,57,-0.1625978493217449,-0.1606149241270855,0.11573843758029451,42,-0.13327428720545861,-0.1355380740308515,0.10882674170385701,-0.029323562116286301,-0.025076850096234001,0.1128686518979624,-0.25980253704807182
4,train,cheek_mean_log2_y,raw,217,-1.7093458835453783,-1.6830255385212221,0.22220480128328901,183,-2.2118179774900075,-2.2142420915636216,0.42925395645182229,0.50247209394462922,0.53121655304239945,0.33325004150029541,1.5077930423729109
4,train,cheek_mean_log2_y,calibrated,217,-1.9369344182392425,-1.9303402351088497,0.20220677974877249,183,-1.9419452341644967,-1.9146742767628977,0.41214521765143841,0.0050108159252541997,-0.015665958345951699,0.31601677449948318,0.015856170714957998
4,train,cheek_mean_log2_rg,raw,217,0.91173576964459524,0.91163175624011805,0.1210929399637143,183,1.0169409413618833,1.0258051551359459,0.15066511331899471,-0.10520517171728801,-0.1141733988958278,0.1354196132996244,-0.77688282482770776
4,train,cheek_mean_log2_rg,calibrated,217,0.95938715399389696,0.95961162248734044,0.1210741189468738,183,0.96043629434659095,0.96851441220595635,0.1487884779551773,-0.0010491403526939,-0.0089027897186162008,0.13445824262177211,-0.0078027224827353003
4,train,cheek_mean_log2_bg,raw,217,-0.60983475065348025,-0.60204041567628985,0.1436068561025341,183,-0.56079070230062023,-0.5566029984358668,0.12570576973737391,-0.049044048352860102,-0.045437417240423002,0.1357142455860251,-0.36137730524223122
4,train,cheek_mean_log2_bg,calibrated,217,-0.58762085413147291,-0.58585380008629018,0.13712068225213009,183,-0.58713177085403923,-0.57719648577512261,0.1251995454796187,-0.00048908327743360004,-0.0086573143111675997,0.13180317069555389,-0.0037107094985097001
4,train,forehead_minus_cheek_log2_y,raw,215,-0.0265152261822032,-0.0031656856511457,0.25079244670973833,174,0.0326240914787203,0.069989928196327197,0.39896548469729942,-0.059139317660923597,-0.073155613847472906,0.325476928590899,-0.1817004907750541
4,train,forehead_minus_cheek_log2_y,calibrated,215,-0.0003320040623168,0.0089869148973404991,0.2465315595767662,174,0.00027125954897559999,0.052247443620721097,0.39649426953425881,-0.00060326361129239999,-0.043260528723380598,0.32231151738471431,-0.0018716787292847
4,train,forehead_minus_cheek_log2_rg,raw,215,-0.0219329792055699,-0.019329760273680299,0.098135926550917102,174,-0.088758146167411206,-0.082227106931198002,0.12138594037403801,0.066825166961841195,0.0628973466575177,0.10914321962728731,0.61227043869552455
4,train,forehead_minus_cheek_log2_rg,calibrated,215,-0.051516594754377101,-0.049705277926996201,0.096840105314813602,174,-0.0522036786789426,-0.0484572312941784,0.1212079011375659,0.00068708392456550001,-0.0012480466328177999,0.108412287865673,0.0063376941681822004
4,train,forehead_minus_cheek_log2_bg,raw,215,-0.1093675517695325,-0.094997319753342802,0.1148110750247715,174,-0.17911000511224531,-0.1817826359910622,0.1064102405223175,0.069742453342712701,0.086785316237719304,0.1111341792978104,0.62755179174735531
4,train,forehead_minus_cheek_log2_bg,calibrated,215,-0.1402432384094561,-0.1245893266165181,0.114332797568132,174,-0.14095901299969599,-0.13968632805095499,0.10578259081132441,0.0007157745902399,0.0150970014344368,0.1105923449660817,0.0064721892863334003
