camera_name,light_name,latent_id,exposure_ev,appearance_id,overall_low_clip_fraction,overall_high_clip_fraction,nonfinite_count,all_zero_fraction,all_one_fraction,m_base,h_base,channel,pre_min,pre_p01,pre_p05,pre_median,pre_p95,pre_max,pre_mean,pre_std,pre_negative_fraction,pre_le_minus_1e6_fraction,pre_gt_one_fraction,post_exact_zero_fraction,post_le_1e6_fraction,post_exact_one_fraction,post_ge_1me6_fraction,post_mean,post_std,post_min,post_max
Canon 20D,A,HM01,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.5,G,0.22037360072135925,0.23153503760695457,0.24055594950914383,0.278911828994751,0.323085218667984,0.3734656870365143,0.28003615140914917,0.025342442095279694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28003615140914917,0.025342442095279694,0.22037360072135925,0.3734656870365143
Canon 20D,A,HM01,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.5,B,0.10886488109827042,0.1126398041844368,0.11958478763699532,0.1479920670390129,0.18116075545549393,0.27285104990005493,0.1491236835718155,0.020169733092188835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1491236835718155,0.020169733092188835,0.10886488109827042,0.27285104990005493
Canon 20D,FL2,HM01,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.5,R,0.38823258876800537,0.40754926204681396,0.4220120459794998,0.4758325070142746,0.5362119972705841,0.5718209147453308,0.4769740700721741,0.03504137694835663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4769740700721741,0.03504137694835663,0.38823258876800537,0.5718209147453308
Canon 20D,FL2,HM01,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.5,G,0.23978006839752197,0.2520893022418022,0.2620745822787285,0.301518976688385,0.3471713289618492,0.39425814151763916,0.3026260435581207,0.026211217045783997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3026260435581207,0.026211217045783997,0.23978006839752197,0.39425814151763916
Canon 20D,FL2,HM01,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.5,B,0.06443256139755249,0.07111448012292385,0.07788200490176678,0.10270430147647858,0.13330114260315895,0.2495983988046646,0.10405366122722626,0.01965573988854885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10405366122722626,0.01965573988854885,0.06443256139755249,0.2495983988046646
Canon 20D,FL11,HM01,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.5,R,0.42550620436668396,0.4462310686707497,0.46186278760433197,0.5201420783996582,0.5846331268548965,0.6228703260421753,0.5211994647979736,0.03765561059117317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5211994647979736,0.03765561059117317,0.42550620436668396,0.6228703260421753
Canon 20D,FL11,HM01,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.5,G,0.22368530929088593,0.23513529375195502,0.2444176971912384,0.282584547996521,0.3267950266599655,0.37732094526290894,0.2837122082710266,0.025349818170070648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2837122082710266,0.025349818170070648,0.22368530929088593,0.37732094526290894
Canon 20D,FL11,HM01,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.5,B,0.061850808560848236,0.06919395215809346,0.07611177489161491,0.10120983049273491,0.1321968100965023,0.24892185628414154,0.10257174074649811,0.01990143395960331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10257174074649811,0.01990143395960331,0.061850808560848236,0.24892185628414154
Canon 20D,D65,HM02,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.8125,R,0.4392890930175781,0.4447013452649117,0.4607265889644623,0.5100671350955963,0.5617919564247131,0.5874746441841125,0.510628342628479,0.030341442674398422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.510628342628479,0.030341442674398422,0.4392890930175781,0.5874746441841125
Canon 20D,D65,HM02,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.8125,G,0.217143252491951,0.22442713007330894,0.23328137770295143,0.2640814781188965,0.2969842776656151,0.3196572959423065,0.2642289996147156,0.019076788797974586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2642289996147156,0.019076788797974586,0.217143252491951,0.3196572959423065
Canon 20D,D65,HM02,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.8125,B,0.09011372178792953,0.09399196058511734,0.10057126171886921,0.12158292904496193,0.1432277262210846,0.17223763465881348,0.12159731239080429,0.013073882088065147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12159731239080429,0.013073882088065147,0.09011372178792953,0.17223763465881348
Canon 20D,A,HM02,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.8125,R,0.4765804409980774,0.4825374573469162,0.49972688406705856,0.5526848435401917,0.6078135967254639,0.6352484822273254,0.553199052810669,0.03248674422502518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.553199052810669,0.03248674422502518,0.4765804409980774,0.6352484822273254
Canon 20D,A,HM02,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.8125,G,0.21687665581703186,0.22407294511795045,0.23291313648223877,0.26354600489139557,0.29633231461048126,0.3180391192436218,0.26371678709983826,0.01896841824054718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26371678709983826,0.01896841824054718,0.21687665581703186,0.3180391192436218
Canon 20D,A,HM02,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.8125,B,0.11471860855817795,0.1192126926034689,0.1261850707232952,0.14863403141498566,0.17180906236171722,0.20050451159477234,0.14864276349544525,0.014007593505084515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14864276349544525,0.014007593505084515,0.11471860855817795,0.20050451159477234
Canon 20D,FL2,HM02,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.8125,R,0.40183836221694946,0.4071843683719635,0.42203564941883087,0.4680118262767792,0.5164283961057663,0.5405656099319458,0.4685762822628021,0.028311531990766525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4685762822628021,0.028311531990766525,0.40183836221694946,0.5405656099319458
Canon 20D,FL2,HM02,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.8125,G,0.23822949826717377,0.24488348066806792,0.25436801463365555,0.2866717129945755,0.32102127373218536,0.34073981642723083,0.2868923544883728,0.019846271723508835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2868923544883728,0.019846271723508835,0.23822949826717377,0.34073981642723083
Canon 20D,FL2,HM02,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.8125,B,0.0742817223072052,0.07766888588666916,0.0841324683278799,0.10382722690701485,0.12439647130668163,0.1531362533569336,0.10389718413352966,0.012355970218777657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10389718413352966,0.012355970218777657,0.0742817223072052,0.1531362533569336
Canon 20D,FL11,HM02,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.8125,R,0.4433468282222748,0.44885066598653794,0.4649062603712082,0.5149036943912506,0.5673380047082901,0.5933665037155151,0.5154938697814941,0.030735032632946968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5154938697814941,0.030735032632946968,0.4433468282222748,0.5933665037155151
Canon 20D,FL11,HM02,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.8125,G,0.22064542770385742,0.22750309482216835,0.2364327535033226,0.2672027498483658,0.3000352829694748,0.32043397426605225,0.26738524436950684,0.01897650957107544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26738524436950684,0.01897650957107544,0.22064542770385742,0.32043397426605225
Canon 20D,FL11,HM02,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.75,0.8125,B,0.07112432271242142,0.0747337207198143,0.08121662028133869,0.10122522711753845,0.12210695445537567,0.15158389508724213,0.10130364447832108,0.01252720132470131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10130364447832108,0.01252720132470131,0.07112432271242142,0.15158389508724213
Canon 20D,D65,HM03,0.0,appearance0,0.0,0.0,0,0.0,0.0,0.85,0.1875,R,0.4194112718105316,0.4396876707673073,0.44856423139572144,0.4900810271501541,0.5349021703004837,0.5777313709259033,0.4902740716934204,0.02548559196293354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4902740716934204,0.02548559196293354,0.4194112718105316,0.5777313709259033
