case_id,source_mask_shape,source_mask_binary_0_255,source_mask_matches_x1_mask,x1_mask_valid_fraction,source_mask_valid_fraction,rgb_source_shape,b1_source_shape,b2_source_shape,output_rgb_shape,output_b1mh_shape,output_b2mh_shape
A001645062,"[1220, 979]",True,False,0.641679365026206,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001645147,"[1220, 979]",True,False,0.6448500477235051,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001646267,"[1220, 979]",True,False,0.6151116060215341,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001646404,"[1220, 979]",True,False,0.6596568931160937,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001646696,"[1220, 979]",True,False,0.6851144526867496,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001646716,"[1220, 979]",True,False,0.6738734741037191,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001647049,"[1220, 979]",True,False,0.5967815937976189,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001647119,"[1220, 979]",True,False,0.5996374688122708,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001648933,"[1220, 979]",True,False,0.5609219846280078,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001649708,"[1220, 979]",True,False,0.636046316917564,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001651146,"[1220, 979]",True,False,0.6171712520303421,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001651885,"[1220, 979]",True,False,0.5336609789179323,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001653898,"[1220, 979]",True,False,0.5960356000602823,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001656901,"[1220, 979]",True,False,0.6746588188013865,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001657263,"[1220, 979]",True,False,0.6889381938746463,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001660452,"[1220, 979]",True,False,0.6152296589025268,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001663062,"[1220, 979]",True,False,0.5868391969055075,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001666999,"[1220, 979]",True,False,0.5902317520387147,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001667601,"[1220, 979]",True,False,0.46427183978298364,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001669198,"[1220, 979]",True,False,0.6654021333244026,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001669732,"[1220, 979]",True,False,0.45125169544031213,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001669960,"[1220, 979]",True,False,0.5967229859843601,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001670882,"[1220, 979]",True,False,0.5928741271622097,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001671381,"[1220, 979]",True,False,0.6138289321656424,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001677153,"[1220, 979]",True,False,0.6120907918752826,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001677951,"[1220, 979]",True,False,0.6334424554999246,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001679943,"[1220, 979]",True,False,0.5783167836032084,0.9998350608684003,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001682602,"[1220, 979]",True,False,0.6574331452301613,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001688703,"[1220, 979]",True,False,0.5795274535742394,0.9982953498886451,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001688837-1,"[1220, 979]",True,False,0.6661213349185351,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001689488,"[1220, 979]",True,False,0.5061621929369212,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001690291,"[1220, 979]",True,False,0.6750874930926506,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001690349-1,"[1220, 979]",True,False,0.583578090724895,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001692604,"[1220, 979]",True,False,0.6106322945796145,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001693188,"[1220, 979]",True,False,0.6628979051893032,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001694020,"[1220, 979]",True,False,0.6474882365746245,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001694036,"[1220, 979]",True,False,0.6552939600462164,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001694779,"[1220, 979]",True,False,0.6874210887657195,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001698538,"[1220, 979]",True,False,0.6416349905390244,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001699304,"[1220, 979]",True,False,0.6635007284113934,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001699615,"[1220, 979]",True,False,0.648006497094727,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001703680,"[1220, 979]",True,False,0.5919590080208978,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001706850,"[1220, 979]",True,False,0.6357407190341432,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001709806,"[1220, 979]",True,False,0.5906662871113046,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001711513-1,"[1220, 979]",True,False,0.5280974229307256,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001714115,"[1220, 979]",True,False,0.6755128183660142,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001718170,"[1220, 979]",True,False,0.6612493511277818,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001719787,"[1220, 979]",True,False,0.6260930357172759,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001719907,"[1220, 979]",True,False,0.6582904938126894,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001722175,"[1220, 979]",True,False,0.606869672968402,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001733527,"[1220, 979]",True,False,0.637571794571242,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001736810,"[1220, 979]",True,False,0.6730596627538974,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001751277,"[1220, 979]",True,False,0.6253863929402703,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001755827,"[1220, 979]",True,False,0.5824913344161825,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001756024,"[1220, 979]",True,False,0.6701518779617877,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001758297,"[1220, 979]",True,False,0.6144217083340311,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001766155,"[1220, 979]",True,False,0.6099432341465865,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001766494,"[1220, 979]",True,False,0.6461477921599491,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001767127,"[1220, 979]",True,False,0.6600110517590716,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001772907,"[1220, 979]",True,False,0.584221102161791,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001786645,"[1220, 979]",True,False,0.6442195951037358,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001788590,"[1220, 979]",True,False,0.5843383177883086,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001793944,"[1220, 979]",True,False,0.6398625228151844,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001794983,"[1220, 979]",True,False,0.6001314489525946,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001794983-1,"[1220, 979]",True,False,0.5969858838895494,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001795780,"[1220, 979]",True,False,0.6113347510842445,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001796587,"[1220, 979]",True,False,0.654187109630101,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001808459,"[1220, 979]",True,False,0.641331067164554,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001809356,"[1220, 979]",True,False,0.5963378489258025,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001813114,"[1220, 979]",True,False,0.6865905323263953,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001813366,"[1220, 979]",True,False,0.7059093420854334,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001814905,"[1220, 979]",True,False,0.6448684673219578,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001816201-1,"[1220, 979]",True,False,0.6647239571995512,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001818287,"[1220, 979]",True,False,0.4841030492807984,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001819310,"[1220, 979]",True,False,0.6189931177682144,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001825205,"[1220, 979]",True,False,0.6449789849126744,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001825367-1,"[1220, 979]",True,False,0.617290979420285,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001830879,"[1220, 979]",True,False,0.6466183291749694,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001837056,"[1220, 979]",True,False,0.5923767980039853,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001840235,"[1220, 979]",True,False,0.6396272543076743,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001841852,"[1220, 979]",True,False,0.644535240040858,0.998200740132956,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001842288,"[1220, 979]",True,False,0.6711155578626568,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001854061,"[1220, 979]",True,False,0.625244059679499,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001859968,"[1220, 979]",True,False,0.6651576550176661,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001860884,"[1220, 979]",True,False,0.6392086270701117,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001862809,"[1220, 979]",True,False,0.6391190408412732,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001866164,"[1220, 979]",True,False,0.6750355833151929,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001866171,"[1220, 979]",True,False,0.6576809725547983,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001870250,"[1220, 979]",True,False,0.6369463654783235,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001870548,"[1220, 979]",True,False,0.6691563823908638,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001875951,"[1220, 979]",True,False,0.6660150036001943,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001878464,"[1220, 979]",True,False,0.6623302466551684,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001878464-1,"[1220, 979]",True,False,0.618387782782699,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001879182-1,"[1220, 979]",True,False,0.6285093521324872,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001885772,"[1220, 979]",True,False,0.6488906378204592,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001887879,"[1220, 979]",True,False,0.6119367370518596,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001888679,"[1220, 979]",True,False,0.603009929838075,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001892094,"[1220, 979]",True,False,0.6615323431403741,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001902512,"[1220, 979]",True,False,0.6361359031464023,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001903270-1,"[1220, 979]",True,False,0.6159245801168807,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001904186,"[1220, 979]",True,False,0.6596309382273648,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001904708-1,"[1220, 979]",True,False,0.6494800649709472,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001906652,"[1220, 979]",True,False,0.6026666555032737,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001906810,"[1220, 979]",True,False,0.6930775799996651,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001908450,"[1220, 979]",True,False,0.6807917078316783,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001911151-1,"[1220, 979]",True,False,0.6362773991526984,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001911401,"[1220, 979]",True,False,0.6936477502972254,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001911401-1,"[1220, 979]",True,False,0.6642785378187847,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001913592,"[1220, 979]",True,False,0.6814841172826068,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001913766-1,"[1220, 979]",True,False,0.6903230127765033,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001914197,"[1220, 979]",True,False,0.6308787822970914,0.9893300289690048,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001917272,"[1220, 979]",True,False,0.6396800013396071,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001917272-1,"[1220, 979]",True,False,0.6054974128836719,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001917390,"[1220, 979]",True,False,0.6136078969842094,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001921437,"[1220, 979]",True,False,0.6137703243523837,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001922496,"[1220, 979]",True,False,0.678039652371942,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001922673,"[1220, 979]",True,False,0.6650739295701535,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001922909,"[1220, 979]",True,False,0.6494633198814448,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001923658,"[1220, 979]",True,False,0.6215944674224284,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001923871,"[1220, 979]",True,False,0.5960992314003918,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001923871-1,"[1220, 979]",True,False,0.6283519482911636,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001926690-1,"[1220, 979]",True,False,0.6641295065222124,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001929481,"[1220, 979]",True,False,0.6753235988546359,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001931767,"[1220, 979]",True,False,0.6850809625077446,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001932596,"[1220, 979]",True,False,0.6226276394447329,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001934939,"[1220, 979]",True,False,0.6761474572581591,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001938232,"[1220, 979]",True,False,0.5856795994574591,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001943777,"[1220, 979]",True,False,0.5644384534235336,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001947099,"[1220, 979]",True,False,0.6783988345417706,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001956441,"[1220, 979]",True,False,0.6587300524121301,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001960061,"[1220, 979]",True,False,0.6050553425208057,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001961400,"[1220, 979]",True,False,0.665003600194243,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001967399,"[1220, 979]",True,False,0.6443627656189822,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001967514,"[1220, 979]",True,False,0.6715660007702741,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001970601,"[1220, 979]",True,False,0.607805723471592,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001972097,"[1220, 979]",True,False,0.611130460992314,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001972942,"[1220, 979]",True,False,0.6114218255496575,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001984210,"[1220, 979]",True,False,0.6344999079020077,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001987737-1,"[1220, 979]",True,False,0.650528307573804,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001989181,"[1220, 979]",True,False,0.6499079020077362,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001999129,"[1220, 979]",True,False,0.6957241413955357,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A001999759,"[1220, 979]",True,False,0.6097556891441585,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002000465,"[1220, 979]",True,False,0.6252649910413771,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
A002005314,"[1220, 979]",True,False,0.6775733016292972,1.0,"(1220, 979, 3)","(2, 1220, 979)","(2, 1220, 979)","(3, 320, 256)","(5, 320, 256)","(5, 320, 256)"
