variant,fold,feature,train_valid_n,val_valid_n,train_availability_ratio,val_availability_ratio,train_mean,train_std,train_median,train_min,train_max,val_mean,val_std,val_median,val_min,val_max,standardized_mean_difference,train_unavailable_n,val_unavailable_n,forehead_feature
global_stage2a,0,calibrated_cheek_mean_log2_y,400.0,100.0,0.975,0.96,-1.9706568365919857,0.33872774568252,-1.9619710845746463,-4.104964013441588,-0.9225233919659954,-1.920091071800029,0.3601469258814712,-1.919535628019139,-3.0365896256114486,-0.7084996648946297,0.1492814374862296,10.0,4.0,False
global_stage2a,0,calibrated_cheek_mean_log2_rg,400.0,100.0,0.975,0.96,0.9634255607906296,0.1372160611104011,0.9691131874462992,0.4429930173993484,1.4159500680103827,0.9765800107128404,0.1301840759094982,0.984685178186792,0.5730571279102948,1.2506391377023198,0.0958666923956293,10.0,4.0,False
global_stage2a,0,calibrated_cheek_mean_log2_bg,400.0,100.0,0.975,0.96,-0.5876997138123607,0.1315270435188881,-0.5875915822713721,-1.0885005688211489,-0.213899455263161,-0.585556408786621,0.1417250112600316,-0.5795085943566467,-0.9161394362804444,-0.3155973686255609,0.0162955462876498,10.0,4.0,False
global_stage2a,0,calibrated_forehead_minus_cheek_log2_y,390.0,96.0,0.975,0.96,-0.0290496786111348,0.3326122516712856,-0.0128500684836106,-1.6340824211660916,1.217400979095153,0.0714759066108417,0.2786393837752113,0.0512951842769828,-0.830701184758856,0.8125142120326821,0.3022305543973891,10.0,4.0,True
global_stage2a,0,calibrated_forehead_minus_cheek_log2_rg,390.0,96.0,0.975,0.96,-0.051311617360791,0.110467312438838,-0.0494743984199347,-0.3550973719815451,0.3792009117556292,-0.0600502415337974,0.1129321087430925,-0.0651546603752214,-0.4583210443924295,0.1970076686380595,-0.0791059724372731,10.0,4.0,True
global_stage2a,0,calibrated_forehead_minus_cheek_log2_bg,390.0,96.0,0.975,0.96,-0.1368832363135477,0.1128862542031574,-0.1296574268710817,-0.4412693385373439,0.1628940058635511,-0.1502321395846421,0.0990890097502852,-0.1491481809440952,-0.4991252486581707,0.0865588628730557,-0.1182509187263031,10.0,4.0,True
global_stage2a,1,calibrated_cheek_mean_log2_y,400.0,100.0,0.9725,0.97,-1.967115971668519,0.3443375386723269,-1.9566929780217843,-4.159661466264291,-0.8581629651287883,-1.9996122441501936,0.3300839426697246,-2.0170605235904944,-2.7814032156621207,-1.163175285377814,-0.0943733076764489,11.0,3.0,False
global_stage2a,1,calibrated_cheek_mean_log2_rg,400.0,100.0,0.9725,0.97,0.9670068129493192,0.1357675183613984,0.9714515203503924,0.4509198545791383,1.435583700383381,0.9788372598501358,0.1362561369833813,0.980529683312874,0.576686490014858,1.2284883561028188,0.0871375351306438,11.0,3.0,False
global_stage2a,1,calibrated_cheek_mean_log2_bg,400.0,100.0,0.9725,0.97,-0.5837124908031902,0.1353878128171504,-0.5870260233771342,-1.0632034921620517,-0.2164481882560719,-0.5970575859565889,0.124273984655721,-0.5897448394344791,-0.9700881141017068,-0.319656209572293,-0.0985693976120437,11.0,3.0,False
global_stage2a,1,calibrated_forehead_minus_cheek_log2_y,389.0,97.0,0.9725,0.97,-0.007246234556865,0.3168562502032325,-0.0185245973899306,-1.3755967371519866,1.2272975222156837,-0.0074990131520613,0.3535429403943796,0.0647103081312373,-1.6490391524359236,0.6686240253201715,-0.0007977705821935,11.0,3.0,True
global_stage2a,1,calibrated_forehead_minus_cheek_log2_rg,389.0,97.0,0.9725,0.97,-0.0514967594507196,0.1099647597195259,-0.051322258743424,-0.4443572513108783,0.2647133208014792,-0.0682712615803482,0.1136858022066703,-0.0715997689998463,-0.3267967771293589,0.3786728241918281,-0.1525443439554028,11.0,3.0,True
global_stage2a,1,calibrated_forehead_minus_cheek_log2_bg,389.0,97.0,0.9725,0.97,-0.1433924344751111,0.1086393935963887,-0.1396382721680418,-0.497280570671806,0.1655835857659751,-0.130405193460012,0.1166500162969677,-0.112768349835033,-0.4085276143096291,0.1208430550812382,0.11954449104667,11.0,3.0,True
global_stage2a,2,calibrated_cheek_mean_log2_y,400.0,100.0,0.9725,0.97,-1.996856500037348,0.3511697285234118,-1.9895706127332704,-4.179444498695792,-0.9923500036033868,-1.9042493241139773,0.2918049446452969,-1.9120922788038608,-2.885756051979254,-0.992929983148219,0.2637105889302087,11.0,3.0,False
global_stage2a,2,calibrated_cheek_mean_log2_rg,400.0,100.0,0.9725,0.97,0.9804697944982462,0.1333132580627098,0.987260551527678,0.5744898137268117,1.4349705261573225,0.9268256821845116,0.1364510502969722,0.933480324712192,0.4394741502294796,1.3542987953155037,-0.4023914282291461,11.0,3.0,False
global_stage2a,2,calibrated_cheek_mean_log2_bg,400.0,100.0,0.9725,0.97,-0.5838519526135824,0.1334324950016144,-0.5761812615768532,-1.0680546033605125,-0.2202488834130663,-0.5906694176611942,0.1336686032937274,-0.5968474240804867,-0.9870032923331576,-0.2064672432662393,-0.0510929893616194,11.0,3.0,False
