cohort,level,variable,camera_id,total_n,n,missing_or_invalid_n,unique_n,min,p1,p5,p25,median,p75,p95,p99,max,mean,std,iqr,mad,mode,mode_proportion
formal_global_meanbg_500,image,combined_exposure_gain,HONOR/BVL-AN00,267,267,0,64,-10.261389773250148,-9.868344984982668,-9.139711216661896,-7.49585502688717,-6.49585502688717,-5.173926931999809,-4.218321051358261,-3.5744648615835373,-3.2525367666961746,-6.4159982301223515,1.525970109384444,2.3219280948873617,1.0,-6.49585502688717,0.0898876404494382
formal_global_meanbg_500,image,sensitivity_value,HONOR/BVL-AN00,267,267,0,16,4.0,4.0,4.452722238691484,6.0,6.678071905112637,7.321928094887363,8.321928094887362,8.643856189774725,9.0,6.578881790645141,1.0943719054790861,1.3219280948873626,0.6780719051126374,7.0,0.13857677902621723
formal_global_meanbg_500,image,brightness_apex_pred,HONOR/BVL-AN00,267,267,0,65,-1.7474632333038258,-1.4255351384164623,-0.7816789486417379,0.1739269319998078,1.4958550268871704,2.4958550268871704,4.139711216661895,4.868344984982659,5.261389773250148,1.4159982301223528,1.5259701093844438,2.3219280948873626,1.0,1.4958550268871704,0.0898876404494382
formal_global_meanbg_500,image,brightness_residual,HONOR/BVL-AN00,267,267,0,189,-1.527783121774533,-1.3478973106576246,-1.0620837889322252,-0.977783121774533,-0.8939269319998078,-0.7939269319998079,-0.7207214002245284,0.6004724304871667,2.9341449731128293,-0.8504177057777833,0.3516090000566903,0.18385618977472507,0.09000000000000008,-0.9839269319998079,0.018726591760299626
formal_global_meanbg_500,image,device_centered_brightness,HONOR/BVL-AN00,267,267,0,214,-1.4884792626728112,-1.3535483870967744,-1.0645161290322582,-0.5437788018433181,0.0,0.45622119815668205,1.2889400921658987,1.7530875576036853,2.2442396313364052,0.0025716702048706,0.7318029521776408,1.0,0.49308755760368655,-0.9170506912442397,0.011235955056179775
formal_global_meanbg_500,image,ExposureTime,Xiaomi/M2006J10C,233,233,0,8,0.008496,0.010002,0.0100026,0.020004,0.020004,0.030006,0.040008,0.040008,0.050009,0.024414909871244637,0.008048038547476594,0.010002,0.010001000000000001,0.020004,0.463519313304721
formal_global_meanbg_500,image,FNumber,Xiaomi/M2006J10C,233,233,0,1,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.8900000000000003,9.345950660244396e-15,0.0,0.0,1.89,1.0
formal_global_meanbg_500,image,ISOSpeedRatings,Xiaomi/M2006J10C,233,233,0,165,50.0,58.28,75.6,135.0,188.0,264.0,465.19999999999993,675.3600000000006,1115.0,222.3047210300429,142.85656184473487,129.0,59.0,82.0,0.017167381974248927
formal_global_meanbg_500,image,BrightnessValue,Xiaomi/M2006J10C,233,233,0,56,3.8,5.0,5.46,6.6,7.4,8.3,9.579999999999995,10.468,10.9,7.4725321888412015,1.2668590775815565,1.700000000000001,0.8000000000000007,7.2,0.055793991416309016
formal_global_meanbg_500,image,log2_exposure_time,Xiaomi/M2006J10C,233,233,0,8,-6.87900051852002,-6.643567679616601,-6.643481139549093,-5.643567679616601,-5.643567679616601,-5.058605178895445,-4.643567679616601,-4.643567679616601,-4.321668433148858,-5.442644232346077,0.5224591678982643,0.5849625007211561,0.5849625007211561,-5.643567679616601,0.463519313304721
formal_global_meanbg_500,image,log2_iso_gain,Xiaomi/M2006J10C,233,233,0,165,-1.0,-0.7796550321225769,-0.40357220551022105,0.43295940727610627,0.9107326619029126,1.4005379295837288,2.2178439031856834,2.753555639238941,3.4789718050329426,0.9225852661954032,0.8043508304824476,0.9675785223076225,0.478834149859813,-0.2863041851566411,0.017167381974248927
