index,m,h,shading,specular,exposure,illuminant_name,camera_name
1269,0.0,0.5,1.0,0.0,0.5,A,SONY NEX-5N
1270,0.0,0.5,1.0,0.0,0.5,FL2,Canon 5DMarkII
1271,0.0,0.5,1.0,0.0,0.5,FL2,Nokia N900
1272,0.0,0.5,1.0,0.0,0.5,FL2,Point Grey Grasshopper 50S5C
1273,0.0,0.5,1.0,0.0,0.5,FL2,Canon 1DMarkIII
1274,0.0,0.5,1.0,0.0,0.5,FL2,SONY NEX-5N
1275,0.0,0.5,1.0,0.0,0.5,FL11,Canon 5DMarkII
1276,0.0,0.5,1.0,0.0,0.5,FL11,Nokia N900
1277,0.0,0.5,1.0,0.0,0.5,FL11,Point Grey Grasshopper 50S5C
1278,0.0,0.5,1.0,0.0,0.5,FL11,Canon 1DMarkIII
1279,0.0,0.5,1.0,0.0,0.5,FL11,SONY NEX-5N
1280,0.0,0.5,1.0,0.0,1.0,D65,Canon 5DMarkII
1281,0.0,0.5,1.0,0.0,1.0,D65,Nokia N900
1282,0.0,0.5,1.0,0.0,1.0,D65,Point Grey Grasshopper 50S5C
1283,0.0,0.5,1.0,0.0,1.0,D65,Canon 1DMarkIII
1284,0.0,0.5,1.0,0.0,1.0,D65,SONY NEX-5N
1285,0.0,0.5,1.0,0.0,1.0,A,Canon 5DMarkII
1286,0.0,0.5,1.0,0.0,1.0,A,Nokia N900
1287,0.0,0.5,1.0,0.0,1.0,A,Point Grey Grasshopper 50S5C
1288,0.0,0.5,1.0,0.0,1.0,A,Canon 1DMarkIII
1289,0.0,0.5,1.0,0.0,1.0,A,SONY NEX-5N
1290,0.0,0.5,1.0,0.0,1.0,FL2,Canon 5DMarkII
1291,0.0,0.5,1.0,0.0,1.0,FL2,Nokia N900
1292,0.0,0.5,1.0,0.0,1.0,FL2,Point Grey Grasshopper 50S5C
1293,0.0,0.5,1.0,0.0,1.0,FL2,Canon 1DMarkIII
1294,0.0,0.5,1.0,0.0,1.0,FL2,SONY NEX-5N
1295,0.0,0.5,1.0,0.0,1.0,FL11,Canon 5DMarkII
1296,0.0,0.5,1.0,0.0,1.0,FL11,Nokia N900
1297,0.0,0.5,1.0,0.0,1.0,FL11,Point Grey Grasshopper 50S5C
1298,0.0,0.5,1.0,0.0,1.0,FL11,Canon 1DMarkIII
1299,0.0,0.5,1.0,0.0,1.0,FL11,SONY NEX-5N
1300,0.0,0.5,1.0,0.0,2.0,D65,Canon 5DMarkII
1301,0.0,0.5,1.0,0.0,2.0,D65,Nokia N900
1302,0.0,0.5,1.0,0.0,2.0,D65,Point Grey Grasshopper 50S5C
1303,0.0,0.5,1.0,0.0,2.0,D65,Canon 1DMarkIII
1304,0.0,0.5,1.0,0.0,2.0,D65,SONY NEX-5N
1305,0.0,0.5,1.0,0.0,2.0,A,Canon 5DMarkII
1306,0.0,0.5,1.0,0.0,2.0,A,Nokia N900
1307,0.0,0.5,1.0,0.0,2.0,A,Point Grey Grasshopper 50S5C
1308,0.0,0.5,1.0,0.0,2.0,A,Canon 1DMarkIII
1309,0.0,0.5,1.0,0.0,2.0,A,SONY NEX-5N
1310,0.0,0.5,1.0,0.0,2.0,FL2,Canon 5DMarkII
1311,0.0,0.5,1.0,0.0,2.0,FL2,Nokia N900
1312,0.0,0.5,1.0,0.0,2.0,FL2,Point Grey Grasshopper 50S5C
1313,0.0,0.5,1.0,0.0,2.0,FL2,Canon 1DMarkIII
1314,0.0,0.5,1.0,0.0,2.0,FL2,SONY NEX-5N
1315,0.0,0.5,1.0,0.0,2.0,FL11,Canon 5DMarkII
1316,0.0,0.5,1.0,0.0,2.0,FL11,Nokia N900
1317,0.0,0.5,1.0,0.0,2.0,FL11,Point Grey Grasshopper 50S5C
1318,0.0,0.5,1.0,0.0,2.0,FL11,Canon 1DMarkIII
1319,0.0,0.5,1.0,0.0,2.0,FL11,SONY NEX-5N
1320,0.0,0.5,1.0,0.03,0.5,D65,Canon 5DMarkII
1321,0.0,0.5,1.0,0.03,0.5,D65,Nokia N900
1322,0.0,0.5,1.0,0.03,0.5,D65,Point Grey Grasshopper 50S5C
1323,0.0,0.5,1.0,0.03,0.5,D65,Canon 1DMarkIII
1324,0.0,0.5,1.0,0.03,0.5,D65,SONY NEX-5N
1325,0.0,0.5,1.0,0.03,0.5,A,Canon 5DMarkII
1326,0.0,0.5,1.0,0.03,0.5,A,Nokia N900
1327,0.0,0.5,1.0,0.03,0.5,A,Point Grey Grasshopper 50S5C
1328,0.0,0.5,1.0,0.03,0.5,A,Canon 1DMarkIII
1329,0.0,0.5,1.0,0.03,0.5,A,SONY NEX-5N
1330,0.0,0.5,1.0,0.03,0.5,FL2,Canon 5DMarkII
1331,0.0,0.5,1.0,0.03,0.5,FL2,Nokia N900
1332,0.0,0.5,1.0,0.03,0.5,FL2,Point Grey Grasshopper 50S5C
1333,0.0,0.5,1.0,0.03,0.5,FL2,Canon 1DMarkIII
1334,0.0,0.5,1.0,0.03,0.5,FL2,SONY NEX-5N
1335,0.0,0.5,1.0,0.03,0.5,FL11,Canon 5DMarkII
1336,0.0,0.5,1.0,0.03,0.5,FL11,Nokia N900
1337,0.0,0.5,1.0,0.03,0.5,FL11,Point Grey Grasshopper 50S5C
1338,0.0,0.5,1.0,0.03,0.5,FL11,Canon 1DMarkIII
1339,0.0,0.5,1.0,0.03,0.5,FL11,SONY NEX-5N
1340,0.0,0.5,1.0,0.03,1.0,D65,Canon 5DMarkII
1341,0.0,0.5,1.0,0.03,1.0,D65,Nokia N900
1342,0.0,0.5,1.0,0.03,1.0,D65,Point Grey Grasshopper 50S5C
1343,0.0,0.5,1.0,0.03,1.0,D65,Canon 1DMarkIII
1344,0.0,0.5,1.0,0.03,1.0,D65,SONY NEX-5N
1345,0.0,0.5,1.0,0.03,1.0,A,Canon 5DMarkII
1346,0.0,0.5,1.0,0.03,1.0,A,Nokia N900
1347,0.0,0.5,1.0,0.03,1.0,A,Point Grey Grasshopper 50S5C
1348,0.0,0.5,1.0,0.03,1.0,A,Canon 1DMarkIII
1349,0.0,0.5,1.0,0.03,1.0,A,SONY NEX-5N
1350,0.0,0.5,1.0,0.03,1.0,FL2,Canon 5DMarkII
1351,0.0,0.5,1.0,0.03,1.0,FL2,Nokia N900
1352,0.0,0.5,1.0,0.03,1.0,FL2,Point Grey Grasshopper 50S5C
1353,0.0,0.5,1.0,0.03,1.0,FL2,Canon 1DMarkIII
1354,0.0,0.5,1.0,0.03,1.0,FL2,SONY NEX-5N
1355,0.0,0.5,1.0,0.03,1.0,FL11,Canon 5DMarkII
1356,0.0,0.5,1.0,0.03,1.0,FL11,Nokia N900
1357,0.0,0.5,1.0,0.03,1.0,FL11,Point Grey Grasshopper 50S5C
1358,0.0,0.5,1.0,0.03,1.0,FL11,Canon 1DMarkIII
1359,0.0,0.5,1.0,0.03,1.0,FL11,SONY NEX-5N
1360,0.0,0.5,1.0,0.03,2.0,D65,Canon 5DMarkII
1361,0.0,0.5,1.0,0.03,2.0,D65,Nokia N900
1362,0.0,0.5,1.0,0.03,2.0,D65,Point Grey Grasshopper 50S5C
1363,0.0,0.5,1.0,0.03,2.0,D65,Canon 1DMarkIII
1364,0.0,0.5,1.0,0.03,2.0,D65,SONY NEX-5N
1365,0.0,0.5,1.0,0.03,2.0,A,Canon 5DMarkII
1366,0.0,0.5,1.0,0.03,2.0,A,Nokia N900
1367,0.0,0.5,1.0,0.03,2.0,A,Point Grey Grasshopper 50S5C
1368,0.0,0.5,1.0,0.03,2.0,A,Canon 1DMarkIII
1369,0.0,0.5,1.0,0.03,2.0,A,SONY NEX-5N
1370,0.0,0.5,1.0,0.03,2.0,FL2,Canon 5DMarkII
1371,0.0,0.5,1.0,0.03,2.0,FL2,Nokia N900
1372,0.0,0.5,1.0,0.03,2.0,FL2,Point Grey Grasshopper 50S5C
1373,0.0,0.5,1.0,0.03,2.0,FL2,Canon 1DMarkIII
1374,0.0,0.5,1.0,0.03,2.0,FL2,SONY NEX-5N
1375,0.0,0.5,1.0,0.03,2.0,FL11,Canon 5DMarkII
1376,0.0,0.5,1.0,0.03,2.0,FL11,Nokia N900
1377,0.0,0.5,1.0,0.03,2.0,FL11,Point Grey Grasshopper 50S5C
1378,0.0,0.5,1.0,0.03,2.0,FL11,Canon 1DMarkIII
1379,0.0,0.5,1.0,0.03,2.0,FL11,SONY NEX-5N
1380,0.0,0.5,1.0,0.1,0.5,D65,Canon 5DMarkII
1381,0.0,0.5,1.0,0.1,0.5,D65,Nokia N900
1382,0.0,0.5,1.0,0.1,0.5,D65,Point Grey Grasshopper 50S5C
1383,0.0,0.5,1.0,0.1,0.5,D65,Canon 1DMarkIII
1384,0.0,0.5,1.0,0.1,0.5,D65,SONY NEX-5N
1385,0.0,0.5,1.0,0.1,0.5,A,Canon 5DMarkII
1386,0.0,0.5,1.0,0.1,0.5,A,Nokia N900
1387,0.0,0.5,1.0,0.1,0.5,A,Point Grey Grasshopper 50S5C
1388,0.0,0.5,1.0,0.1,0.5,A,Canon 1DMarkIII
1389,0.0,0.5,1.0,0.1,0.5,A,SONY NEX-5N
1390,0.0,0.5,1.0,0.1,0.5,FL2,Canon 5DMarkII
1391,0.0,0.5,1.0,0.1,0.5,FL2,Nokia N900
1392,0.0,0.5,1.0,0.1,0.5,FL2,Point Grey Grasshopper 50S5C
1393,0.0,0.5,1.0,0.1,0.5,FL2,Canon 1DMarkIII
1394,0.0,0.5,1.0,0.1,0.5,FL2,SONY NEX-5N
1395,0.0,0.5,1.0,0.1,0.5,FL11,Canon 5DMarkII
1396,0.0,0.5,1.0,0.1,0.5,FL11,Nokia N900
1397,0.0,0.5,1.0,0.1,0.5,FL11,Point Grey Grasshopper 50S5C
1398,0.0,0.5,1.0,0.1,0.5,FL11,Canon 1DMarkIII
1399,0.0,0.5,1.0,0.1,0.5,FL11,SONY NEX-5N
1400,0.0,0.5,1.0,0.1,1.0,D65,Canon 5DMarkII
1401,0.0,0.5,1.0,0.1,1.0,D65,Nokia N900
1402,0.0,0.5,1.0,0.1,1.0,D65,Point Grey Grasshopper 50S5C
1403,0.0,0.5,1.0,0.1,1.0,D65,Canon 1DMarkIII
1404,0.0,0.5,1.0,0.1,1.0,D65,SONY NEX-5N
1405,0.0,0.5,1.0,0.1,1.0,A,Canon 5DMarkII
1406,0.0,0.5,1.0,0.1,1.0,A,Nokia N900
1407,0.0,0.5,1.0,0.1,1.0,A,Point Grey Grasshopper 50S5C
1408,0.0,0.5,1.0,0.1,1.0,A,Canon 1DMarkIII
1409,0.0,0.5,1.0,0.1,1.0,A,SONY NEX-5N
1410,0.0,0.5,1.0,0.1,1.0,FL2,Canon 5DMarkII
1411,0.0,0.5,1.0,0.1,1.0,FL2,Nokia N900
1412,0.0,0.5,1.0,0.1,1.0,FL2,Point Grey Grasshopper 50S5C
1413,0.0,0.5,1.0,0.1,1.0,FL2,Canon 1DMarkIII
1414,0.0,0.5,1.0,0.1,1.0,FL2,SONY NEX-5N
1415,0.0,0.5,1.0,0.1,1.0,FL11,Canon 5DMarkII
1416,0.0,0.5,1.0,0.1,1.0,FL11,Nokia N900
1417,0.0,0.5,1.0,0.1,1.0,FL11,Point Grey Grasshopper 50S5C
1418,0.0,0.5,1.0,0.1,1.0,FL11,Canon 1DMarkIII
1419,0.0,0.5,1.0,0.1,1.0,FL11,SONY NEX-5N
1420,0.0,0.5,1.0,0.1,2.0,D65,Canon 5DMarkII
1421,0.0,0.5,1.0,0.1,2.0,D65,Nokia N900
1422,0.0,0.5,1.0,0.1,2.0,D65,Point Grey Grasshopper 50S5C
1423,0.0,0.5,1.0,0.1,2.0,D65,Canon 1DMarkIII
1424,0.0,0.5,1.0,0.1,2.0,D65,SONY NEX-5N
1425,0.0,0.5,1.0,0.1,2.0,A,Canon 5DMarkII
1426,0.0,0.5,1.0,0.1,2.0,A,Nokia N900
1427,0.0,0.5,1.0,0.1,2.0,A,Point Grey Grasshopper 50S5C
1428,0.0,0.5,1.0,0.1,2.0,A,Canon 1DMarkIII
1429,0.0,0.5,1.0,0.1,2.0,A,SONY NEX-5N
1430,0.0,0.5,1.0,0.1,2.0,FL2,Canon 5DMarkII
1431,0.0,0.5,1.0,0.1,2.0,FL2,Nokia N900
1432,0.0,0.5,1.0,0.1,2.0,FL2,Point Grey Grasshopper 50S5C
1433,0.0,0.5,1.0,0.1,2.0,FL2,Canon 1DMarkIII
1434,0.0,0.5,1.0,0.1,2.0,FL2,SONY NEX-5N
1435,0.0,0.5,1.0,0.1,2.0,FL11,Canon 5DMarkII
1436,0.0,0.5,1.0,0.1,2.0,FL11,Nokia N900
1437,0.0,0.5,1.0,0.1,2.0,FL11,Point Grey Grasshopper 50S5C
1438,0.0,0.5,1.0,0.1,2.0,FL11,Canon 1DMarkIII
1439,0.0,0.5,1.0,0.1,2.0,FL11,SONY NEX-5N
1440,0.0,0.5,1.5,0.0,0.5,D65,Canon 5DMarkII
1441,0.0,0.5,1.5,0.0,0.5,D65,Nokia N900
1442,0.0,0.5,1.5,0.0,0.5,D65,Point Grey Grasshopper 50S5C
1443,0.0,0.5,1.5,0.0,0.5,D65,Canon 1DMarkIII
1444,0.0,0.5,1.5,0.0,0.5,D65,SONY NEX-5N
1445,0.0,0.5,1.5,0.0,0.5,A,Canon 5DMarkII
1446,0.0,0.5,1.5,0.0,0.5,A,Nokia N900
1447,0.0,0.5,1.5,0.0,0.5,A,Point Grey Grasshopper 50S5C
1448,0.0,0.5,1.5,0.0,0.5,A,Canon 1DMarkIII
1449,0.0,0.5,1.5,0.0,0.5,A,SONY NEX-5N
1450,0.0,0.5,1.5,0.0,0.5,FL2,Canon 5DMarkII
1451,0.0,0.5,1.5,0.0,0.5,FL2,Nokia N900
1452,0.0,0.5,1.5,0.0,0.5,FL2,Point Grey Grasshopper 50S5C
1453,0.0,0.5,1.5,0.0,0.5,FL2,Canon 1DMarkIII
1454,0.0,0.5,1.5,0.0,0.5,FL2,SONY NEX-5N
1455,0.0,0.5,1.5,0.0,0.5,FL11,Canon 5DMarkII
1456,0.0,0.5,1.5,0.0,0.5,FL11,Nokia N900
1457,0.0,0.5,1.5,0.0,0.5,FL11,Point Grey Grasshopper 50S5C
1458,0.0,0.5,1.5,0.0,0.5,FL11,Canon 1DMarkIII
1459,0.0,0.5,1.5,0.0,0.5,FL11,SONY NEX-5N
1460,0.0,0.5,1.5,0.0,1.0,D65,Canon 5DMarkII
1461,0.0,0.5,1.5,0.0,1.0,D65,Nokia N900
1462,0.0,0.5,1.5,0.0,1.0,D65,Point Grey Grasshopper 50S5C
1463,0.0,0.5,1.5,0.0,1.0,D65,Canon 1DMarkIII
1464,0.0,0.5,1.5,0.0,1.0,D65,SONY NEX-5N
1465,0.0,0.5,1.5,0.0,1.0,A,Canon 5DMarkII
1466,0.0,0.5,1.5,0.0,1.0,A,Nokia N900
1467,0.0,0.5,1.5,0.0,1.0,A,Point Grey Grasshopper 50S5C
1468,0.0,0.5,1.5,0.0,1.0,A,Canon 1DMarkIII
1469,0.0,0.5,1.5,0.0,1.0,A,SONY NEX-5N
1470,0.0,0.5,1.5,0.0,1.0,FL2,Canon 5DMarkII
1471,0.0,0.5,1.5,0.0,1.0,FL2,Nokia N900
1472,0.0,0.5,1.5,0.0,1.0,FL2,Point Grey Grasshopper 50S5C
1473,0.0,0.5,1.5,0.0,1.0,FL2,Canon 1DMarkIII
1474,0.0,0.5,1.5,0.0,1.0,FL2,SONY NEX-5N
1475,0.0,0.5,1.5,0.0,1.0,FL11,Canon 5DMarkII
1476,0.0,0.5,1.5,0.0,1.0,FL11,Nokia N900
1477,0.0,0.5,1.5,0.0,1.0,FL11,Point Grey Grasshopper 50S5C
1478,0.0,0.5,1.5,0.0,1.0,FL11,Canon 1DMarkIII
1479,0.0,0.5,1.5,0.0,1.0,FL11,SONY NEX-5N
1480,0.0,0.5,1.5,0.0,2.0,D65,Canon 5DMarkII
1481,0.0,0.5,1.5,0.0,2.0,D65,Nokia N900
1482,0.0,0.5,1.5,0.0,2.0,D65,Point Grey Grasshopper 50S5C
1483,0.0,0.5,1.5,0.0,2.0,D65,Canon 1DMarkIII
1484,0.0,0.5,1.5,0.0,2.0,D65,SONY NEX-5N
1485,0.0,0.5,1.5,0.0,2.0,A,Canon 5DMarkII
1486,0.0,0.5,1.5,0.0,2.0,A,Nokia N900
1487,0.0,0.5,1.5,0.0,2.0,A,Point Grey Grasshopper 50S5C
1488,0.0,0.5,1.5,0.0,2.0,A,Canon 1DMarkIII
1489,0.0,0.5,1.5,0.0,2.0,A,SONY NEX-5N
1490,0.0,0.5,1.5,0.0,2.0,FL2,Canon 5DMarkII
1491,0.0,0.5,1.5,0.0,2.0,FL2,Nokia N900
1492,0.0,0.5,1.5,0.0,2.0,FL2,Point Grey Grasshopper 50S5C
1493,0.0,0.5,1.5,0.0,2.0,FL2,Canon 1DMarkIII
1494,0.0,0.5,1.5,0.0,2.0,FL2,SONY NEX-5N
1495,0.0,0.5,1.5,0.0,2.0,FL11,Canon 5DMarkII
1496,0.0,0.5,1.5,0.0,2.0,FL11,Nokia N900
1497,0.0,0.5,1.5,0.0,2.0,FL11,Point Grey Grasshopper 50S5C
1498,0.0,0.5,1.5,0.0,2.0,FL11,Canon 1DMarkIII
1499,0.0,0.5,1.5,0.0,2.0,FL11,SONY NEX-5N
1500,0.0,0.5,1.5,0.03,0.5,D65,Canon 5DMarkII
1501,0.0,0.5,1.5,0.03,0.5,D65,Nokia N900
1502,0.0,0.5,1.5,0.03,0.5,D65,Point Grey Grasshopper 50S5C
1503,0.0,0.5,1.5,0.03,0.5,D65,Canon 1DMarkIII
1504,0.0,0.5,1.5,0.03,0.5,D65,SONY NEX-5N
1505,0.0,0.5,1.5,0.03,0.5,A,Canon 5DMarkII
1506,0.0,0.5,1.5,0.03,0.5,A,Nokia N900
1507,0.0,0.5,1.5,0.03,0.5,A,Point Grey Grasshopper 50S5C
1508,0.0,0.5,1.5,0.03,0.5,A,Canon 1DMarkIII
1509,0.0,0.5,1.5,0.03,0.5,A,SONY NEX-5N
1510,0.0,0.5,1.5,0.03,0.5,FL2,Canon 5DMarkII
1511,0.0,0.5,1.5,0.03,0.5,FL2,Nokia N900
1512,0.0,0.5,1.5,0.03,0.5,FL2,Point Grey Grasshopper 50S5C
1513,0.0,0.5,1.5,0.03,0.5,FL2,Canon 1DMarkIII
1514,0.0,0.5,1.5,0.03,0.5,FL2,SONY NEX-5N
1515,0.0,0.5,1.5,0.03,0.5,FL11,Canon 5DMarkII
1516,0.0,0.5,1.5,0.03,0.5,FL11,Nokia N900
1517,0.0,0.5,1.5,0.03,0.5,FL11,Point Grey Grasshopper 50S5C
1518,0.0,0.5,1.5,0.03,0.5,FL11,Canon 1DMarkIII
1519,0.0,0.5,1.5,0.03,0.5,FL11,SONY NEX-5N
1520,0.0,0.5,1.5,0.03,1.0,D65,Canon 5DMarkII
1521,0.0,0.5,1.5,0.03,1.0,D65,Nokia N900
1522,0.0,0.5,1.5,0.03,1.0,D65,Point Grey Grasshopper 50S5C
1523,0.0,0.5,1.5,0.03,1.0,D65,Canon 1DMarkIII
1524,0.0,0.5,1.5,0.03,1.0,D65,SONY NEX-5N
1525,0.0,0.5,1.5,0.03,1.0,A,Canon 5DMarkII
1526,0.0,0.5,1.5,0.03,1.0,A,Nokia N900
1527,0.0,0.5,1.5,0.03,1.0,A,Point Grey Grasshopper 50S5C
1528,0.0,0.5,1.5,0.03,1.0,A,Canon 1DMarkIII
1529,0.0,0.5,1.5,0.03,1.0,A,SONY NEX-5N
1530,0.0,0.5,1.5,0.03,1.0,FL2,Canon 5DMarkII
1531,0.0,0.5,1.5,0.03,1.0,FL2,Nokia N900
1532,0.0,0.5,1.5,0.03,1.0,FL2,Point Grey Grasshopper 50S5C
1533,0.0,0.5,1.5,0.03,1.0,FL2,Canon 1DMarkIII
1534,0.0,0.5,1.5,0.03,1.0,FL2,SONY NEX-5N
1535,0.0,0.5,1.5,0.03,1.0,FL11,Canon 5DMarkII
1536,0.0,0.5,1.5,0.03,1.0,FL11,Nokia N900
1537,0.0,0.5,1.5,0.03,1.0,FL11,Point Grey Grasshopper 50S5C
1538,0.0,0.5,1.5,0.03,1.0,FL11,Canon 1DMarkIII
1539,0.0,0.5,1.5,0.03,1.0,FL11,SONY NEX-5N
1540,0.0,0.5,1.5,0.03,2.0,D65,Canon 5DMarkII
1541,0.0,0.5,1.5,0.03,2.0,D65,Nokia N900
1542,0.0,0.5,1.5,0.03,2.0,D65,Point Grey Grasshopper 50S5C
1543,0.0,0.5,1.5,0.03,2.0,D65,Canon 1DMarkIII
1544,0.0,0.5,1.5,0.03,2.0,D65,SONY NEX-5N
1545,0.0,0.5,1.5,0.03,2.0,A,Canon 5DMarkII
1546,0.0,0.5,1.5,0.03,2.0,A,Nokia N900
1547,0.0,0.5,1.5,0.03,2.0,A,Point Grey Grasshopper 50S5C
1548,0.0,0.5,1.5,0.03,2.0,A,Canon 1DMarkIII
1549,0.0,0.5,1.5,0.03,2.0,A,SONY NEX-5N
1550,0.0,0.5,1.5,0.03,2.0,FL2,Canon 5DMarkII
1551,0.0,0.5,1.5,0.03,2.0,FL2,Nokia N900
1552,0.0,0.5,1.5,0.03,2.0,FL2,Point Grey Grasshopper 50S5C
1553,0.0,0.5,1.5,0.03,2.0,FL2,Canon 1DMarkIII
1554,0.0,0.5,1.5,0.03,2.0,FL2,SONY NEX-5N
1555,0.0,0.5,1.5,0.03,2.0,FL11,Canon 5DMarkII
1556,0.0,0.5,1.5,0.03,2.0,FL11,Nokia N900
1557,0.0,0.5,1.5,0.03,2.0,FL11,Point Grey Grasshopper 50S5C
1558,0.0,0.5,1.5,0.03,2.0,FL11,Canon 1DMarkIII
1559,0.0,0.5,1.5,0.03,2.0,FL11,SONY NEX-5N
1560,0.0,0.5,1.5,0.1,0.5,D65,Canon 5DMarkII
1561,0.0,0.5,1.5,0.1,0.5,D65,Nokia N900
1562,0.0,0.5,1.5,0.1,0.5,D65,Point Grey Grasshopper 50S5C
1563,0.0,0.5,1.5,0.1,0.5,D65,Canon 1DMarkIII
1564,0.0,0.5,1.5,0.1,0.5,D65,SONY NEX-5N
1565,0.0,0.5,1.5,0.1,0.5,A,Canon 5DMarkII
1566,0.0,0.5,1.5,0.1,0.5,A,Nokia N900
1567,0.0,0.5,1.5,0.1,0.5,A,Point Grey Grasshopper 50S5C
1568,0.0,0.5,1.5,0.1,0.5,A,Canon 1DMarkIII
1569,0.0,0.5,1.5,0.1,0.5,A,SONY NEX-5N
1570,0.0,0.5,1.5,0.1,0.5,FL2,Canon 5DMarkII
1571,0.0,0.5,1.5,0.1,0.5,FL2,Nokia N900
1572,0.0,0.5,1.5,0.1,0.5,FL2,Point Grey Grasshopper 50S5C
1573,0.0,0.5,1.5,0.1,0.5,FL2,Canon 1DMarkIII
1574,0.0,0.5,1.5,0.1,0.5,FL2,SONY NEX-5N
1575,0.0,0.5,1.5,0.1,0.5,FL11,Canon 5DMarkII
1576,0.0,0.5,1.5,0.1,0.5,FL11,Nokia N900
1577,0.0,0.5,1.5,0.1,0.5,FL11,Point Grey Grasshopper 50S5C
1578,0.0,0.5,1.5,0.1,0.5,FL11,Canon 1DMarkIII
1579,0.0,0.5,1.5,0.1,0.5,FL11,SONY NEX-5N
1580,0.0,0.5,1.5,0.1,1.0,D65,Canon 5DMarkII
1581,0.0,0.5,1.5,0.1,1.0,D65,Nokia N900
1582,0.0,0.5,1.5,0.1,1.0,D65,Point Grey Grasshopper 50S5C
1583,0.0,0.5,1.5,0.1,1.0,D65,Canon 1DMarkIII
1584,0.0,0.5,1.5,0.1,1.0,D65,SONY NEX-5N
1585,0.0,0.5,1.5,0.1,1.0,A,Canon 5DMarkII
1586,0.0,0.5,1.5,0.1,1.0,A,Nokia N900
1587,0.0,0.5,1.5,0.1,1.0,A,Point Grey Grasshopper 50S5C
1588,0.0,0.5,1.5,0.1,1.0,A,Canon 1DMarkIII
1589,0.0,0.5,1.5,0.1,1.0,A,SONY NEX-5N
1590,0.0,0.5,1.5,0.1,1.0,FL2,Canon 5DMarkII
1591,0.0,0.5,1.5,0.1,1.0,FL2,Nokia N900
1592,0.0,0.5,1.5,0.1,1.0,FL2,Point Grey Grasshopper 50S5C
1593,0.0,0.5,1.5,0.1,1.0,FL2,Canon 1DMarkIII
1594,0.0,0.5,1.5,0.1,1.0,FL2,SONY NEX-5N
1595,0.0,0.5,1.5,0.1,1.0,FL11,Canon 5DMarkII
1596,0.0,0.5,1.5,0.1,1.0,FL11,Nokia N900
1597,0.0,0.5,1.5,0.1,1.0,FL11,Point Grey Grasshopper 50S5C
1598,0.0,0.5,1.5,0.1,1.0,FL11,Canon 1DMarkIII
1599,0.0,0.5,1.5,0.1,1.0,FL11,SONY NEX-5N
1600,0.0,0.5,1.5,0.1,2.0,D65,Canon 5DMarkII
1601,0.0,0.5,1.5,0.1,2.0,D65,Nokia N900
1602,0.0,0.5,1.5,0.1,2.0,D65,Point Grey Grasshopper 50S5C
1603,0.0,0.5,1.5,0.1,2.0,D65,Canon 1DMarkIII
1604,0.0,0.5,1.5,0.1,2.0,D65,SONY NEX-5N
1605,0.0,0.5,1.5,0.1,2.0,A,Canon 5DMarkII
1606,0.0,0.5,1.5,0.1,2.0,A,Nokia N900
1607,0.0,0.5,1.5,0.1,2.0,A,Point Grey Grasshopper 50S5C
1608,0.0,0.5,1.5,0.1,2.0,A,Canon 1DMarkIII
1609,0.0,0.5,1.5,0.1,2.0,A,SONY NEX-5N
1610,0.0,0.5,1.5,0.1,2.0,FL2,Canon 5DMarkII
1611,0.0,0.5,1.5,0.1,2.0,FL2,Nokia N900
1612,0.0,0.5,1.5,0.1,2.0,FL2,Point Grey Grasshopper 50S5C
1613,0.0,0.5,1.5,0.1,2.0,FL2,Canon 1DMarkIII
1614,0.0,0.5,1.5,0.1,2.0,FL2,SONY NEX-5N
1615,0.0,0.5,1.5,0.1,2.0,FL11,Canon 5DMarkII
1616,0.0,0.5,1.5,0.1,2.0,FL11,Nokia N900
1617,0.0,0.5,1.5,0.1,2.0,FL11,Point Grey Grasshopper 50S5C
1618,0.0,0.5,1.5,0.1,2.0,FL11,Canon 1DMarkIII
1619,0.0,0.5,1.5,0.1,2.0,FL11,SONY NEX-5N
1620,0.0,0.8,0.5,0.0,0.5,D65,Canon 5DMarkII
1621,0.0,0.8,0.5,0.0,0.5,D65,Nokia N900
1622,0.0,0.8,0.5,0.0,0.5,D65,Point Grey Grasshopper 50S5C
1623,0.0,0.8,0.5,0.0,0.5,D65,Canon 1DMarkIII
1624,0.0,0.8,0.5,0.0,0.5,D65,SONY NEX-5N
1625,0.0,0.8,0.5,0.0,0.5,A,Canon 5DMarkII
1626,0.0,0.8,0.5,0.0,0.5,A,Nokia N900
1627,0.0,0.8,0.5,0.0,0.5,A,Point Grey Grasshopper 50S5C
1628,0.0,0.8,0.5,0.0,0.5,A,Canon 1DMarkIII
1629,0.0,0.8,0.5,0.0,0.5,A,SONY NEX-5N
1630,0.0,0.8,0.5,0.0,0.5,FL2,Canon 5DMarkII
1631,0.0,0.8,0.5,0.0,0.5,FL2,Nokia N900
1632,0.0,0.8,0.5,0.0,0.5,FL2,Point Grey Grasshopper 50S5C
1633,0.0,0.8,0.5,0.0,0.5,FL2,Canon 1DMarkIII
1634,0.0,0.8,0.5,0.0,0.5,FL2,SONY NEX-5N
1635,0.0,0.8,0.5,0.0,0.5,FL11,Canon 5DMarkII
1636,0.0,0.8,0.5,0.0,0.5,FL11,Nokia N900
1637,0.0,0.8,0.5,0.0,0.5,FL11,Point Grey Grasshopper 50S5C
1638,0.0,0.8,0.5,0.0,0.5,FL11,Canon 1DMarkIII
