case_id,patch_id,shape,dtype,finite,min,max,hwc_to_chw_shape,range_ok,full_slice_equal,pass
200378127,P16,"(256, 256, 3)",float32,True,0.0,0.7647089958190918,"(3, 256, 256)",True,True,True
200378127,P17,"(256, 256, 3)",float32,True,0.0,0.3409595787525177,"(3, 256, 256)",True,True,True
200378127,P18,"(256, 256, 3)",float32,True,0.0,0.4280184805393219,"(3, 256, 256)",True,True,True
200378127,P19,"(256, 256, 3)",float32,True,0.0,0.4573014974594116,"(3, 256, 256)",True,True,True
200378127,P20,"(256, 256, 3)",float32,True,0.0,0.47291815280914307,"(3, 256, 256)",True,True,True
200563014,P01,"(256, 256, 3)",float32,True,0.0,0.644148588180542,"(3, 256, 256)",True,True,True
200563014,P02,"(256, 256, 3)",float32,True,0.0,0.9799783229827881,"(3, 256, 256)",True,True,True
200563014,P03,"(256, 256, 3)",float32,True,0.0,0.9820474982261658,"(3, 256, 256)",True,True,True
200563014,P04,"(256, 256, 3)",float32,True,0.0,0.4620770514011383,"(3, 256, 256)",True,True,True
200563014,P05,"(256, 256, 3)",float32,True,0.0,0.8227858543395996,"(3, 256, 256)",True,True,True
200563014,P06,"(256, 256, 3)",float32,True,0.0,1.0,"(3, 256, 256)",True,True,True
200563014,P07,"(256, 256, 3)",float32,True,0.0,1.0,"(3, 256, 256)",True,True,True
200563014,P08,"(256, 256, 3)",float32,True,0.0,0.49398571252822876,"(3, 256, 256)",True,True,True
200563014,P09,"(256, 256, 3)",float32,True,0.0,1.0,"(3, 256, 256)",True,True,True
200563014,P10,"(256, 256, 3)",float32,True,0.0,1.0,"(3, 256, 256)",True,True,True
200563014,P11,"(256, 256, 3)",float32,True,0.0,1.0,"(3, 256, 256)",True,True,True
200563014,P12,"(256, 256, 3)",float32,True,0.0,0.6706695556640625,"(3, 256, 256)",True,True,True
200563014,P13,"(256, 256, 3)",float32,True,0.0,1.0,"(3, 256, 256)",True,True,True
200563014,P14,"(256, 256, 3)",float32,True,0.0,1.0,"(3, 256, 256)",True,True,True
200563014,P15,"(256, 256, 3)",float32,True,0.0,0.8187857270240784,"(3, 256, 256)",True,True,True
200563014,P16,"(256, 256, 3)",float32,True,0.0,0.6117855310440063,"(3, 256, 256)",True,True,True
200563014,P17,"(256, 256, 3)",float32,True,0.0,0.8697561025619507,"(3, 256, 256)",True,True,True
200563014,P18,"(256, 256, 3)",float32,True,0.0,0.8697561025619507,"(3, 256, 256)",True,True,True
200563014,P19,"(256, 256, 3)",float32,True,0.0,0.7633911967277527,"(3, 256, 256)",True,True,True
200563014,P20,"(256, 256, 3)",float32,True,0.0,0.5301198363304138,"(3, 256, 256)",True,True,True
200732328,P01,"(256, 256, 3)",float32,True,0.0,0.4677838385105133,"(3, 256, 256)",True,True,True
200732328,P02,"(256, 256, 3)",float32,True,0.0,0.7467308640480042,"(3, 256, 256)",True,True,True
