case_id,model,channel,orientation,position,seam_abs_first_difference,matched_local_reference_difference,seam_amplification_ratio,valid_pair_count
101377780,B1_baseline,H_sensitive,vertical,241,0.019337952136993408,0.0033072978258132935,5.847054952298099,877
101377780,B1_baseline,H_sensitive,vertical,482,0.01635734736919403,0.001717209815979004,9.525538002089135,1054
101377780,B1_baseline,H_sensitive,vertical,723,0.01252630352973938,0.0031342506408691406,3.99658641284323,916
101377780,B1_baseline,H_sensitive,horizontal,241,0.04639290273189545,0.0032903775572776794,14.099568183348364,895
101377780,B1_baseline,H_sensitive,horizontal,482,0.027068600058555603,0.0030032843351364136,9.012999446258926,627
101377780,B1_baseline,H_sensitive,horizontal,723,0.03461037576198578,0.0030881762504577637,11.207383563567028,830
101377780,B1_baseline,H_sensitive,horizontal,964,0.02979351580142975,0.004976190626621246,5.987213519525447,347
101377780,B2_proposed_lambda_0p50,M_sensitive,vertical,241,0.015770316123962402,0.0037868544459342957,4.164489643041204,877
101377780,B2_proposed_lambda_0p50,M_sensitive,vertical,482,0.01506081223487854,0.0028738752007484436,5.2405936853888635,1054
101377780,B2_proposed_lambda_0p50,M_sensitive,vertical,723,0.016164518892765045,0.0046544671058654785,3.4729043135618887,916
101377780,B2_proposed_lambda_0p50,M_sensitive,horizontal,241,0.03478170931339264,0.002683117985725403,12.96316803266702,895
101377780,B2_proposed_lambda_0p50,M_sensitive,horizontal,482,0.018066510558128357,0.004152923822402954,4.350311088375429,627
101377780,B2_proposed_lambda_0p50,M_sensitive,horizontal,723,0.012730851769447327,0.003294244408607483,3.8645741440187305,830
101377780,B2_proposed_lambda_0p50,M_sensitive,horizontal,964,0.01688803732395172,0.005372658371925354,3.143329828871358,347
101377780,B2_proposed_lambda_0p50,H_sensitive,vertical,241,0.013825178146362305,0.0019214153289794922,7.195309588015967,877
101377780,B2_proposed_lambda_0p50,H_sensitive,vertical,482,0.00637209415435791,0.0013324320316314697,4.782303335783232,1054
101377780,B2_proposed_lambda_0p50,H_sensitive,vertical,723,0.011777721345424652,0.001675039529800415,7.031309487840377,916
101377780,B2_proposed_lambda_0p50,H_sensitive,horizontal,241,0.01677347719669342,0.002484731376171112,6.750619946607737,895
101377780,B2_proposed_lambda_0p50,H_sensitive,horizontal,482,0.012997925281524658,0.0028638839721679688,4.538565599480842,627
101377780,B2_proposed_lambda_0p50,H_sensitive,horizontal,723,0.024090677499771118,0.002010136842727661,11.984595762692756,830
101377780,B2_proposed_lambda_0p50,H_sensitive,horizontal,964,0.015349984169006348,0.003914400935173035,3.921413370602108,347
101588739,B1_baseline,M_sensitive,vertical,241,0.018122225999832153,0.004399508237838745,4.119148099292009,949
101588739,B1_baseline,M_sensitive,vertical,482,0.025094524025917053,0.004293953068554401,5.844154237233244,1067
101588739,B1_baseline,M_sensitive,vertical,723,0.039508603513240814,0.004418082535266876,8.942477463679117,990
101588739,B1_baseline,M_sensitive,horizontal,241,0.0135059654712677,0.004771977663040161,2.830265860849183,363
101588739,B1_baseline,M_sensitive,horizontal,482,0.02145516127347946,0.00971326231956482,2.208852244014332,872
101588739,B1_baseline,M_sensitive,horizontal,723,0.027959734201431274,0.005240589380264282,5.335227045528615,739
101588739,B1_baseline,M_sensitive,horizontal,964,0.03615348041057587,0.005010850727558136,7.215038397477661,473
101588739,B1_baseline,H_sensitive,vertical,241,0.03753620386123657,0.0033053457736968994,11.356210944278182,949
101588739,B1_baseline,H_sensitive,vertical,482,0.01597471535205841,0.0027664899826049805,5.774362259299399,1067
101588739,B1_baseline,H_sensitive,vertical,723,0.024882487952709198,0.0035595446825027466,6.990356959987295,990
101588739,B1_baseline,H_sensitive,horizontal,241,0.04389503598213196,0.005242779850959778,8.372473615447303,363
101588739,B1_baseline,H_sensitive,horizontal,482,0.02189796045422554,0.0060161687433719635,3.639851437795982,872
101588739,B1_baseline,H_sensitive,horizontal,723,0.03652596473693848,0.004802674055099487,7.605339090324025,739
101588739,B1_baseline,H_sensitive,horizontal,964,0.02314525842666626,0.005279675126075745,4.383841404932377,473
101588739,B2_proposed_lambda_0p50,M_sensitive,vertical,241,0.033814772963523865,0.004700839519500732,7.193347659722262,949
