ID,skin_pixel_n,valid_skin_pixel_ratio,skin_median_r,skin_median_g,skin_median_b,skin_linear_luminance_median,skin_lab_l_median,overexposed_pixel_ratio,underexposed_pixel_ratio,saturated_pixel_ratio,laplacian_variance,high_frequency_noise_mad
206528283,18479,0.3682836415816326,0.5254901960784314,0.34901960784313724,0.25098039215686274,0.12604362511886222,42.160966875203236,0.0,0.014665295741111532,0.0004870393419557335,0.014372497636863605,0.012852741567307176
206664979,16124,0.3213488520408163,0.37254901960784315,0.24313725490196078,0.19215686274509805,0.0613921106372907,29.761000458313987,0.0,0.019846192011907716,0.00012403870007442322,0.039825653678734134,0.01978242952333446
206874086,16908,0.3369738520408163,0.5019607843137255,0.36470588235294116,0.30196078431372547,0.12881157974569088,42.58363177235386,0.0,0.0046132008516678496,0.0,0.004926873446738492,0.011636349858601753
9300017987-1,20808,0.41470025510204084,0.6196078431372549,0.5568627450980392,0.5215686274509804,0.2820719292422664,60.07546440471846,0.0,0.0011534025374855825,0.0,0.006339274205443359,0.01180163071946276
9300073600,18318,0.3650749362244898,0.7568627450980392,0.5607843137254902,0.4470588235294118,0.32102908325240403,63.42784521291498,0.0,0.00038213778796811876,0.008134075772464243,0.008991184187760444,0.013382030900990032
9300122741,17376,0.34630102040816324,0.5450980392156862,0.4117647058823529,0.35294117647058826,0.16406743159196505,47.50366380597688,0.0,0.0017840699815837937,0.0,0.00707839330109623,0.01315060766745589
9300148243,20616,0.4108737244897959,0.7490196078431373,0.5764705882352941,0.4627450980392157,0.33334858701849074,64.43113465845128,0.0,0.0,0.00019402405898331392,0.00764673916189531,0.013286990061722998
9300162628,19415,0.38693797831632654,0.5803921568627451,0.403921568627451,0.3058823529411765,0.16565959757325305,47.708423237061936,0.0,0.001957249549317538,0.022250836981715167,0.011312285450444716,0.013009935968402274
9300170515,20867,0.41587611607142855,0.5803921568627451,0.4196078431372549,0.3607843137254902,0.17462568337754172,48.83766439081067,0.0,0.0007188383572147409,0.0,0.017597843989668918,0.013388934590713643
9300198023,19283,0.38430723852040816,0.7490196078431373,0.5490196078431373,0.43529411764705883,0.3115516023989985,62.638397047665805,0.0,0.0002592957527355702,0.004148732043769123,0.012874712835813647,0.014563035702726273
9300298484,17212,0.3430325255102041,0.7450980392156863,0.5372549019607843,0.43137254901960786,0.299027994124275,61.5702644005998,0.0,0.0016848710202184522,0.0,0.024573455644551614,0.020249895747388783
9300305987,17123,0.3412587691326531,0.5529411764705883,0.3607843137254902,0.2823529411764706,0.13579469726414084,43.62370044644572,0.0,0.01927232377503942,0.0016352274718215267,0.008066603394246304,0.010614252097963227
9300332900,20543,0.4094188456632653,0.7450980392156863,0.5333333333333333,0.40784313725490196,0.29513686091352653,61.23233059582974,0.0,0.0002920702915835078,0.0,0.0053182706301743215,0.011458013352925536
9300332900-1,19593,0.39048549107142855,0.6784313725490196,0.47058823529411764,0.3843137254901961,0.23045796877579286,55.11947889346028,0.0,0.0017353136324197418,0.0007145409074669524,0.011105836663153942,0.01455893005770383
9300463575,21457,0.42763472576530615,0.5686274509803921,0.39215686274509803,0.30196078431372547,0.15548063704638546,46.37589062542231,0.0,0.00023302418791070514,4.6604837582141024e-05,0.0017849774311635798,0.0034950623484680107
9300466323,21103,0.4205795599489796,0.788235294117647,0.592156862745098,0.4823529411764706,0.3609491465364149,66.59238278227055,0.0,0.001421598824811638,0.03336018575557977,0.0099954132755531,0.014418054889639077
9300470716,18342,0.3655532525510204,0.7137254901960784,0.5607843137254902,0.4588235294117647,0.3095227157058118,62.46732212454115,0.0,0.0004906771344455348,0.00038163777123541596,0.006677920940321088,0.012393837834564006
9300518956,12180,0.24274553571428573,0.7372549019607844,0.5764705882352941,0.4823529411764706,0.32846098503023824,64.03610018223321,0.0,0.0003284072249589491,0.005911330049261084,0.012902249414320055,0.01642625489122185
9300531405,21042,0.4193638392857143,0.788235294117647,0.6,0.47843137254901963,0.36524354319711627,66.9186398759969,0.0,0.0018059119855527042,0.01473243988214048,0.006434778362432403,0.012822321501436943
9300552186,18418,0.3670679209183674,0.6823529411764706,0.5215686274509804,0.4196078431372549,0.26792240164304437,58.7815274530419,0.0,0.001628841350852427,0.0002171788467803236,0.00875409015781283,0.014779575310151047
9300552851,20807,0.41468032525510207,0.7803921568627451,0.5607843137254902,0.41568627450980394,0.3272281845923918,63.93584254159046,0.0,0.0005767289854375932,0.0018263084538857116,0.008445088080046223,0.01385577469010191
